id;transaction_date;quantity_sold;start_of_day;waste;waste_percentage;sales_outlet_id;product_id
2512;13.05.2019;99;107;8;92;2145;2219
2513;27.11.2019;18;25;7;72;953;660
2514;14.11.2019;52;72;20;72;4407;1196
2515;13.05.2019;92;99;7;92;4104;1504
2516;01.03.2020;37;59;22;62;2458;4846
2517;24.01.2020;20;41;21;48;1389;4326
2518;23.06.2019;72;112;40;64;698;1193
2519;15.04.2019;23;51;28;45;695;1312
2520;17.01.2020;26;65;39;40;29;308
2521;12.12.2019;69;70;1;98;1058;4687
2522;27.04.2019;31;57;26;54;4424;4682
2523;08.07.2019;81;114;33;71;4368;1411
2524;01.03.2020;70;77;7;90;1612;1061
2525;28.09.2019;21;27;6;77;1931;1972
2526;15.09.2019;97;106;9;91;1412;4697
2527;02.12.2019;88;114;26;77;3610;3303
2528;03.06.2019;52;90;38;57;623;3470
2529;07.02.2020;23;55;32;41;3106;339
2530;29.11.2019;86;112;26;76;3647;767
2531;21.06.2019;5;14;9;35;1044;3458
2532;01.11.2019;89;99;10;89;4561;629
2533;07.11.2019;83;112;29;74;3445;4354
2534;12.10.2019;24;53;29;45;2047;4843
2535;15.05.2019;35;57;22;61;703;2200
2536;08.12.2019;94;103;9;91;3419;1199
2537;22.03.2020;71;88;17;80;2800;4171
2538;24.02.2020;88;112;24;78;1189;3742
2539;27.09.2019;24;50;26;48;2658;4096
2540;25.03.2020;50;89;39;56;2526;4266
2541;08.04.2019;56;80;24;70;711;1806
2542;22.01.2020;89;108;19;82;2129;3191
2543;05.02.2020;99;117;18;84;640;1727
2544;04.01.2020;42;70;28;60;4253;3864
2545;29.07.2019;71;78;7;91;2964;1404
2546;06.12.2019;12;14;2;85;695;3897
2547;20.04.2019;64;92;28;69;139;3453
2548;30.09.2019;84;85;1;98;4884;780
2549;03.10.2019;49;51;2;96;1589;2371
2550;03.09.2019;27;50;23;54;6;3868
2551;01.02.2020;62;99;37;62;681;3300
2552;23.10.2019;86;90;4;95;253;4444
2553;05.07.2019;92;105;13;87;2006;3164
2554;30.05.2019;8;36;28;22;3662;267
2555;15.01.2020;62;102;40;60;2018;1173
2556;23.10.2019;60;86;26;69;3881;1243
2557;25.01.2020;70;89;19;78;1373;1979
2558;21.02.2020;44;76;32;57;2760;4559
2559;29.11.2019;11;39;28;28;4943;644
2560;05.06.2019;93;99;6;93;1326;972
2561;08.02.2020;50;90;40;55;4261;750
2562;15.04.2019;87;110;23;79;2104;3191
2563;10.08.2019;78;105;27;74;1119;2691
2564;17.11.2019;85;103;18;82;741;532
2565;21.08.2019;62;85;23;72;488;3284
2566;12.07.2019;36;50;14;72;3012;885
2567;07.10.2019;77;91;14;84;47;4465
2568;18.06.2019;94;105;11;89;1778;3974
2569;29.02.2020;71;78;7;91;1461;2071
2570;07.11.2019;73;77;4;94;4146;4410
2571;09.01.2020;26;28;2;92;3422;3775
2572;05.01.2020;99;136;37;72;372;4958
2573;14.04.2019;39;47;8;82;2102;597
2574;24.03.2020;15;22;7;68;585;4484
2575;29.01.2020;56;92;36;60;993;1231
2576;16.12.2019;77;108;31;71;1998;2303
2577;08.02.2020;70;95;25;73;446;4644
2578;24.09.2019;97;101;4;96;4447;1576
2579;23.07.2019;75;77;2;97;3559;2091
2580;21.02.2020;81;107;26;75;429;3228
2581;18.03.2020;30;39;9;76;1035;4043
2582;04.08.2019;18;58;40;31;3942;3177
2583;02.02.2020;89;96;7;92;807;2709
2584;06.03.2020;17;50;33;34;3789;4379
2585;24.09.2019;20;23;3;86;4899;1764
2586;25.07.2019;96;112;16;85;590;3047
2587;10.04.2019;44;61;17;72;2600;525
2588;23.08.2019;48;66;18;72;4606;3757
2589;07.02.2020;1;31;30;3;2529;699
2590;18.02.2020;20;51;31;39;2560;149
2591;02.09.2019;53;66;13;80;61;3710
2592;18.01.2020;11;36;25;30;4449;3741
2593;10.06.2019;62;68;6;91;3138;1861
2594;19.11.2019;42;77;35;54;793;2732
2595;25.08.2019;88;101;13;87;3275;4568
2596;29.05.2019;12;25;13;48;2228;1019
2597;22.07.2019;88;96;8;91;547;3024
2598;16.10.2019;92;132;40;69;931;4130
2599;05.08.2019;100;114;14;87;673;448
2600;30.07.2019;10;24;14;41;1767;2136
2601;13.04.2019;81;89;8;91;2821;3481
2602;30.09.2019;9;48;39;18;2709;3728
2603;26.07.2019;76;79;3;96;809;4549
2604;01.08.2019;70;103;33;67;3075;3444
2605;25.03.2020;29;33;4;87;2540;587
2606;25.08.2019;71;95;24;74;3496;2157
2607;04.09.2019;93;102;9;91;3303;4352
2608;05.07.2019;67;74;7;90;3997;61
2609;06.06.2019;16;24;8;66;2099;2358
2610;08.01.2020;99;121;22;81;2537;3890
2611;22.06.2019;61;101;40;60;3817;2883
2612;26.01.2020;74;96;22;77;3980;820
2613;11.11.2019;44;47;3;93;152;309
2614;22.04.2019;57;65;8;87;1613;4046
2615;05.12.2019;72;73;1;98;3669;4971
2616;04.05.2019;2;20;18;10;4376;391
2617;04.01.2020;74;104;30;71;3620;2871
2618;13.07.2019;42;45;3;93;4074;4958
2619;29.07.2019;13;44;31;29;639;1118
2620;10.07.2019;13;22;9;59;2684;670
2621;21.01.2020;40;66;26;60;2598;313
2622;30.09.2019;76;94;18;80;575;4319
2623;13.09.2019;1;24;23;4;2374;419
2624;06.07.2019;82;91;9;90;3659;3780
2625;06.01.2020;51;67;16;76;4737;1017
2626;13.02.2020;86;96;10;89;1562;4250
2627;24.12.2019;33;53;20;62;467;2080
2628;18.04.2019;96;111;15;86;4056;4410
2629;29.02.2020;81;94;13;86;301;4655
2630;07.02.2020;98;101;3;97;1272;201
2631;11.08.2019;94;97;3;96;3642;355
2632;12.02.2020;54;79;25;68;3149;2933
2633;04.09.2019;25;31;6;80;3287;2899
2634;15.01.2020;33;52;19;63;1923;4066
2635;02.10.2019;2;4;2;50;1186;4815
2636;07.03.2020;83;102;19;81;461;3337
2637;23.10.2019;97;98;1;98;1504;539
2638;16.07.2019;38;43;5;88;4397;667
2639;29.02.2020;20;46;26;43;136;2226
2640;02.09.2019;96;129;33;74;3024;2406
2641;05.03.2020;76;105;29;72;4843;4051
2642;31.05.2019;95;119;24;79;4257;3256
2643;05.12.2019;40;57;17;70;3602;1838
2644;09.08.2019;29;64;35;45;953;4124
2645;30.09.2019;55;95;40;57;2386;336
2646;30.09.2019;44;56;12;78;4479;3839
2647;09.06.2019;66;95;29;69;1476;3848
2648;13.11.2019;92;130;38;70;1826;2106
2649;02.08.2019;52;59;7;88;2336;2677
2650;03.03.2020;68;86;18;79;1327;560
2651;19.11.2019;17;28;11;60;532;4917
2652;13.04.2019;22;58;36;37;1401;432
2653;15.01.2020;73;101;28;72;421;382
2654;28.01.2020;95;105;10;90;146;2658
2655;09.01.2020;87;101;14;86;3114;2286
2656;29.01.2020;58;76;18;76;4498;4908
2657;21.10.2019;99;136;37;72;3131;1412
2658;10.10.2019;67;86;19;77;3948;1653
2659;23.09.2019;42;72;30;58;2953;1166
2660;28.02.2020;57;76;19;75;2114;1830
2661;17.12.2019;74;112;38;66;1861;1506
2662;13.09.2019;86;97;11;88;2840;4794
2663;04.11.2019;48;51;3;94;863;4920
2664;20.05.2019;86;104;18;82;3201;1442
2665;15.11.2019;21;58;37;36;4327;742
2666;05.02.2020;10;43;33;23;1671;526
2667;20.06.2019;25;64;39;39;711;3982
2668;27.10.2019;60;84;24;71;1146;1108
2669;16.09.2019;30;33;3;90;4298;4535
2670;08.03.2020;28;62;34;45;1289;2232
2671;29.02.2020;32;60;28;53;446;826
2672;17.04.2019;68;105;37;64;541;3215
2673;26.01.2020;85;96;11;88;127;2223
2674;22.06.2019;80;96;16;83;4777;2261
2675;23.07.2019;18;23;5;78;3572;2511
2676;13.01.2020;17;22;5;77;556;4381
2677;07.03.2020;11;38;27;28;2372;2209
2678;27.12.2019;100;110;10;90;1833;3199
2679;20.11.2019;36;64;28;56;4581;546
2680;18.03.2020;61;98;37;62;1553;2150
2681;22.08.2019;51;83;32;61;1692;1289
2682;29.06.2019;7;32;25;21;3310;4373
2683;15.05.2019;28;50;22;56;1229;4281
2684;13.05.2019;39;41;2;95;3089;3517
2685;08.12.2019;75;94;19;79;494;994
2686;21.07.2019;37;53;16;69;3115;1446
2687;05.07.2019;19;57;38;33;3400;3466
2688;01.10.2019;75;77;2;97;219;2339
2689;03.10.2019;10;20;10;50;2445;2224
2690;14.05.2019;1;33;32;3;1562;740
2691;28.08.2019;11;18;7;61;3652;3968
2692;24.12.2019;29;50;21;58;3053;728
2693;04.01.2020;63;77;14;81;3050;2966
2694;29.10.2019;67;76;9;88;1322;3172
2695;18.01.2020;100;113;13;88;1764;684
2696;15.08.2019;6;32;26;18;3093;3186
2697;29.05.2019;58;67;9;86;383;3688
2698;17.12.2019;95;123;28;77;4259;1992
2699;13.04.2019;35;49;14;71;41;872
2700;12.12.2019;69;104;35;66;2217;4144
2701;26.04.2019;76;81;5;93;1354;276
2702;27.12.2019;92;132;40;69;224;2384
2703;30.10.2019;86;96;10;89;3490;3844
2704;23.05.2019;62;72;10;86;62;3287
2705;05.12.2019;70;107;37;65;1445;444
2706;31.07.2019;72;96;24;75;405;4699
2707;22.04.2019;11;30;19;36;4213;4239
2708;22.07.2019;29;48;19;60;763;4008
2709;21.02.2020;85;104;19;81;4968;447
2710;01.05.2019;21;36;15;58;2997;2484
2711;20.10.2019;57;84;27;67;286;521
2712;13.11.2019;25;60;35;41;230;2094
2713;03.09.2019;50;53;3;94;3418;2899
2714;20.10.2019;33;69;36;47;696;2326
2715;31.07.2019;5;41;36;12;4532;1836
2716;29.08.2019;9;48;39;18;2479;1238
2717;30.09.2019;93;118;25;78;3197;422
2718;09.03.2020;30;45;15;66;86;1098
2719;13.03.2020;52;64;12;81;1991;1973
2720;07.11.2019;23;26;3;88;2773;3112
2721;09.03.2020;54;91;37;59;251;3782
2722;16.12.2019;36;52;16;69;1343;3839
2723;09.11.2019;98;99;1;98;4306;1553
2724;19.07.2019;25;59;34;42;2614;2859
2725;23.07.2019;54;73;19;73;3841;848
2726;17.02.2020;73;111;38;65;103;4285
2727;16.03.2020;81;89;8;91;1883;4092
2728;08.11.2019;63;97;34;64;4494;2668
2729;23.04.2019;19;28;9;67;2438;4003
2730;01.08.2019;64;100;36;64;1163;4547
2731;20.07.2019;31;40;9;77;60;3139
2732;03.12.2019;79;86;7;91;2705;3949
2733;24.08.2019;4;21;17;19;3896;1070
2734;18.10.2019;19;24;5;79;2434;2587
2735;19.04.2019;1;34;33;2;4120;3502
2736;23.09.2019;12;21;9;57;3536;4671
2737;24.06.2019;72;100;28;72;806;3047
2738;25.12.2019;39;59;20;66;4425;2526
2739;10.03.2020;43;72;29;59;2526;2717
2740;04.12.2019;35;64;29;54;2904;3800
2741;27.01.2020;84;110;26;76;448;1089
2742;17.04.2019;54;55;1;98;3732;3737
2743;25.02.2020;19;58;39;32;3670;3563
2744;30.04.2019;67;70;3;95;3100;2764
2745;13.08.2019;40;67;27;59;3001;254
2746;26.03.2020;49;78;29;62;3970;4417
2747;01.10.2019;3;40;37;7;1834;2456
2748;07.03.2020;18;20;2;90;2015;929
2749;02.05.2019;1;26;25;3;1808;230
2750;23.01.2020;85;105;20;80;3791;1329
2751;24.09.2019;58;60;2;96;2426;115
2752;24.03.2020;30;59;29;50;420;2006
2753;17.02.2020;5;37;32;13;418;1826
2754;19.12.2019;6;33;27;18;2623;75
2755;26.04.2019;35;49;14;71;2968;2262
2756;04.08.2019;91;128;37;71;406;187
2757;07.05.2019;83;109;26;76;303;1601
2758;24.06.2019;70;84;14;83;1845;2885
2759;16.05.2019;70;93;23;75;3906;3190
2760;08.04.2019;28;35;7;80;3725;2756
2761;28.05.2019;29;57;28;50;2965;3666
2762;08.07.2019;89;100;11;89;3941;3073
2763;27.04.2019;66;81;15;81;3555;1671
2764;10.09.2019;40;60;20;66;4446;131
2765;24.01.2020;42;78;36;53;2468;2585
2766;17.11.2019;47;73;26;64;2637;2053
2767;26.08.2019;76;80;4;95;4646;4678
2768;21.10.2019;97;123;26;78;782;1235
2769;13.07.2019;73;79;6;92;1093;4215
2770;27.11.2019;22;38;16;57;4059;4714
2771;10.04.2019;9;17;8;52;2646;1575
2772;17.05.2019;28;37;9;75;2036;4963
2773;23.12.2019;29;58;29;50;2991;826
2774;19.11.2019;95;114;19;83;1891;1723
2775;16.01.2020;88;98;10;89;4763;3679
2776;22.10.2019;78;110;32;70;3512;4371
2777;06.11.2019;31;45;14;68;365;4271
2778;22.03.2020;19;52;33;36;154;4167
2779;16.10.2019;23;45;22;51;2654;3035
2780;22.05.2019;21;37;16;56;4357;3169
2781;20.10.2019;81;120;39;67;4396;2046
2782;03.05.2019;87;106;19;82;641;1988
2783;11.01.2020;88;115;27;76;2466;2058
2784;11.05.2019;67;102;35;65;738;3304
2785;14.12.2019;86;96;10;89;4418;3356
2786;06.04.2019;37;74;37;50;649;4854
2787;31.01.2020;34;66;32;51;3092;1643
2788;02.10.2019;26;65;39;40;1990;3231
2789;01.12.2019;26;41;15;63;1598;2037
2790;04.10.2019;8;33;25;24;4923;3469
2791;15.12.2019;24;42;18;57;940;1774
2792;26.03.2020;10;25;15;40;2225;2805
2793;14.11.2019;85;109;24;77;1166;1444
2794;23.09.2019;38;64;26;59;576;995
2795;12.02.2020;5;39;34;12;2638;1649
2796;19.09.2019;25;35;10;71;2382;193
2797;08.01.2020;51;63;12;80;742;3877
2798;25.10.2019;67;71;4;94;2580;3063
2799;13.01.2020;54;81;27;66;2707;2930
2800;11.08.2019;80;82;2;97;2622;104
2801;02.02.2020;51;55;4;92;2165;2536
2802;20.04.2019;13;30;17;43;2514;2249
2803;02.09.2019;28;38;10;73;2017;1093
2804;15.12.2019;58;71;13;81;297;3242
2805;17.12.2019;89;119;30;74;4284;2253
2806;15.11.2019;29;31;2;93;4803;4856
2807;23.05.2019;38;66;28;57;974;1188
2808;09.11.2019;84;92;8;91;2045;545
2809;08.11.2019;93;115;22;80;493;4754
2810;29.06.2019;14;24;10;58;775;460
2811;25.11.2019;17;20;3;85;4082;1091
2812;29.02.2020;6;10;4;60;4835;4099
2813;18.10.2019;21;23;2;91;3194;3507
2814;22.12.2019;42;76;34;55;3531;3831
2815;30.05.2019;60;65;5;92;1271;1449
2816;21.07.2019;89;123;34;72;704;2428
2817;20.08.2019;90;109;19;82;4907;4227
2818;15.07.2019;19;45;26;42;189;2225
2819;23.02.2020;82;113;31;72;3284;1681
2820;25.09.2019;84;95;11;88;3125;3191
2821;14.11.2019;81;103;22;78;3303;4533
2822;13.01.2020;97;114;17;85;921;1722
2823;05.04.2019;90;104;14;86;266;238
2824;09.07.2019;90;102;12;88;4711;3437
2825;29.01.2020;5;25;20;20;1890;2008
2826;22.03.2020;54;65;11;83;735;1963
2827;24.08.2019;46;53;7;86;2935;4416
2828;29.04.2019;86;102;16;84;508;1157
2829;21.02.2020;54;60;6;90;4848;3188
2830;03.09.2019;38;73;35;52;1323;1195
2831;23.09.2019;61;63;2;96;3152;3488
2832;11.10.2019;5;10;5;50;953;3027
2833;11.01.2020;20;39;19;51;377;2110
2834;04.04.2019;75;110;35;68;4711;2925
2835;03.09.2019;42;58;16;72;4506;566
2836;03.11.2019;98;113;15;86;3854;236
2837;14.07.2019;36;68;32;52;3957;2164
2838;09.08.2019;9;36;27;25;4318;2276
2839;09.12.2019;32;39;7;82;615;2277
2840;01.04.2019;84;122;38;68;545;2650
2841;29.12.2019;87;105;18;82;4589;2646
2842;01.01.2020;11;19;8;57;1569;554
2843;31.03.2019;55;56;1;98;2236;2983
2844;12.10.2019;19;40;21;47;1793;3852
2845;02.09.2019;88;116;28;75;823;1949
2846;29.06.2019;4;44;40;9;3458;3370
2847;22.09.2019;89;108;19;82;2344;2930
2848;23.04.2019;97;106;9;91;2242;316
2849;01.03.2020;49;89;40;55;2979;405
2850;12.02.2020;26;49;23;53;3650;1495
2851;18.01.2020;4;10;6;40;1925;3770
2852;10.04.2019;8;11;3;72;2976;2418
2853;27.12.2019;19;58;39;32;2548;2872
2854;22.09.2019;65;95;30;68;2074;4582
2855;29.10.2019;12;47;35;25;3547;361
2856;30.11.2019;35;50;15;70;4606;3328
2857;17.12.2019;93;98;5;94;1078;3881
2858;13.06.2019;46;70;24;65;333;2095
2859;27.01.2020;26;38;12;68;2104;1929
2860;12.02.2020;85;107;22;79;2949;2833
2861;10.02.2020;66;78;12;84;356;2730
2862;26.09.2019;66;98;32;67;1029;907
2863;15.06.2019;2;24;22;8;4715;3995
2864;13.07.2019;56;81;25;69;1984;1452
2865;20.02.2020;13;23;10;56;3151;107
2866;01.02.2020;53;64;11;82;3360;968
2867;15.02.2020;59;63;4;93;2624;2168
2868;15.05.2019;90;129;39;69;788;1645
2869;29.07.2019;57;72;15;79;2847;2965
2870;14.11.2019;7;47;40;14;2286;3200
2871;01.05.2019;22;26;4;84;2063;3545
2872;17.07.2019;8;28;20;28;4422;1203
2873;03.01.2020;34;55;21;61;632;2535
2874;01.09.2019;86;110;24;78;4853;4829
2875;10.06.2019;81;113;32;71;150;1778
2876;14.06.2019;91;101;10;90;573;2101
2877;13.03.2020;46;82;36;56;557;1571
2878;21.11.2019;33;52;19;63;1948;1201
2879;06.03.2020;16;26;10;61;2460;3112
2880;15.09.2019;54;66;12;81;2525;2293
2881;03.05.2019;39;71;32;54;4930;1829
2882;10.08.2019;59;89;30;66;4551;1905
2883;22.07.2019;28;54;26;51;2359;3131
2884;09.02.2020;57;80;23;71;866;3644
2885;11.09.2019;64;69;5;92;128;4782
2886;13.02.2020;7;27;20;25;4707;1579
2887;06.12.2019;13;24;11;54;3100;3246
2888;17.01.2020;73;95;22;76;4338;4399
2889;31.10.2019;47;83;36;56;2686;1881
2890;17.11.2019;100;128;28;78;3708;2287
2891;04.01.2020;27;38;11;71;1800;2323
2892;11.06.2019;3;22;19;13;4869;2156
2893;27.05.2019;27;48;21;56;1019;1587
2894;30.09.2019;35;52;17;67;4058;2742
2895;19.07.2019;73;103;30;70;2356;2289
2896;02.11.2019;57;84;27;67;3326;4082
2897;20.04.2019;21;29;8;72;3746;3142
2898;03.10.2019;41;81;40;50;275;267
2899;24.10.2019;48;63;15;76;219;3861
2900;18.03.2020;89;121;32;73;4291;5
2901;21.03.2020;56;90;34;62;1988;4572
2902;29.01.2020;83;108;25;76;3400;3026
2903;03.10.2019;40;74;34;54;4079;572
2904;03.01.2020;14;22;8;63;568;2303
2905;18.03.2020;32;38;6;84;4287;2203
2906;12.10.2019;55;90;35;61;2869;2411
2907;19.12.2019;63;89;26;70;4413;4830
2908;14.06.2019;92;93;1;98;664;1179
2909;29.02.2020;94;103;9;91;1828;3141
2910;18.08.2019;20;34;14;58;1568;1518
2911;04.04.2019;48;88;40;54;2178;2203
2912;08.03.2020;72;99;27;72;1007;299
2913;01.08.2019;2;40;38;5;447;4263
2914;30.11.2019;2;40;38;5;376;167
2915;04.06.2019;21;43;22;48;2831;3487
2916;31.03.2019;37;44;7;84;2023;677
2917;27.01.2020;95;119;24;79;2333;1135
2918;20.10.2019;53;91;38;58;4758;4924
2919;10.04.2019;59;81;22;72;4534;1172
2920;21.09.2019;54;55;1;98;1333;4795
2921;03.04.2019;93;95;2;97;3980;1291
2922;14.07.2019;90;107;17;84;829;2128
2923;16.02.2020;29;37;8;78;985;3513
2924;15.03.2020;24;43;19;55;3581;3659
2925;17.08.2019;68;97;29;70;1558;2255
2926;08.08.2019;40;62;22;64;4716;2042
2927;13.08.2019;8;46;38;17;4355;1004
2928;21.05.2019;15;23;8;65;2175;3152
2929;06.06.2019;73;112;39;65;2667;2203
2930;14.11.2019;73;84;11;86;4336;2649
2931;05.09.2019;54;66;12;81;2459;4228
2932;17.06.2019;43;65;22;66;863;1785
2933;03.06.2019;76;105;29;72;1507;4278
2934;01.06.2019;91;105;14;86;1736;3387
2935;15.06.2019;95;102;7;93;4881;4128
2936;17.09.2019;26;44;18;59;2552;2162
2937;24.06.2019;77;108;31;71;2957;3438
2938;10.01.2020;96;99;3;96;1645;3717
2939;26.07.2019;61;78;17;78;4649;4507
2940;21.09.2019;47;84;37;55;1788;2663
2941;06.02.2020;50;65;15;76;2059;4233
2942;09.05.2019;41;80;39;51;4917;4949
2943;07.09.2019;75;113;38;66;1689;2117
2944;09.04.2019;9;12;3;75;83;1807
2945;13.06.2019;41;50;9;82;3663;711
2946;25.09.2019;71;106;35;66;2383;4897
2947;18.09.2019;68;74;6;91;465;737
2948;27.08.2019;84;85;1;98;2506;2021
2949;09.01.2020;54;75;21;72;1795;161
2950;25.09.2019;37;47;10;78;4277;4125
2951;19.09.2019;58;84;26;69;3682;1612
2952;18.09.2019;26;47;21;55;3756;4927
2953;04.01.2020;60;66;6;90;263;1799
2954;04.03.2020;63;90;27;70;3128;2863
2955;05.03.2020;15;41;26;36;1998;4367
2956;18.12.2019;91;94;3;96;1352;2351
2957;27.06.2019;16;35;19;45;3239;4729
2958;21.12.2019;55;86;31;63;2261;1879
2959;01.12.2019;17;51;34;33;926;695
2960;14.12.2019;19;59;40;32;4673;1614
2961;27.02.2020;74;100;26;74;1498;1947
2962;25.06.2019;26;60;34;43;1375;15
2963;21.09.2019;10;37;27;27;4132;4396
2964;29.10.2019;94;101;7;93;56;1945
2965;31.08.2019;92;113;21;81;3638;2110
2966;19.02.2020;64;86;22;74;2257;784
2967;17.08.2019;84;99;15;84;4558;2416
2968;10.09.2019;90;99;9;90;3481;1562
2969;03.09.2019;94;95;1;98;1747;2583
2970;08.09.2019;32;35;3;91;1556;3694
2971;20.06.2019;32;52;20;61;3821;4227
2972;23.07.2019;83;107;24;77;2924;537
2973;28.08.2019;77;93;16;82;245;4596
2974;06.09.2019;88;106;18;83;3175;1099
2975;24.03.2020;32;42;10;76;652;4359
2976;17.04.2019;56;75;19;74;2689;759
2977;20.06.2019;70;73;3;95;1526;1458
2978;17.08.2019;93;131;38;70;2198;975
2979;29.08.2019;42;80;38;52;1451;960
2980;13.06.2019;32;58;26;55;4001;4869
2981;13.04.2019;9;12;3;75;4850;1735
2982;20.07.2019;33;71;38;46;1370;846
2983;13.10.2019;38;51;13;74;682;2772
2984;13.10.2019;94;117;23;80;4856;2292
2985;24.10.2019;51;91;40;56;962;4384
2986;30.01.2020;34;51;17;66;1546;3686
2987;07.09.2019;47;49;2;95;3062;4991
2988;07.09.2019;8;36;28;22;4639;3567
2989;25.06.2019;60;80;20;75;4600;448
2990;19.11.2019;92;130;38;70;711;4517
2991;12.07.2019;86;118;32;72;1281;2304
2992;11.11.2019;26;42;16;61;1345;1464
2993;06.11.2019;5;19;14;26;3379;342
2994;23.09.2019;43;55;12;78;4445;4809
2995;13.11.2019;17;35;18;48;3515;3302
2996;16.12.2019;42;70;28;60;664;3983
2997;08.09.2019;41;81;40;50;1446;3795
2998;15.03.2020;1;27;26;3;1366;1855
2999;19.11.2019;34;61;27;55;1825;1007
3000;07.11.2019;44;47;3;93;4932;3320
3001;28.11.2019;74;106;32;69;2095;4305
3002;30.03.2019;4;5;1;80;4006;4102
3003;23.06.2019;2;9;7;22;515;3459
3004;21.12.2019;39;63;24;61;409;1401
3005;09.08.2019;26;44;18;59;1883;1282
3006;14.11.2019;16;35;19;45;2006;3204
3007;22.08.2019;85;113;28;75;3356;671
3008;25.02.2020;9;27;18;33;1964;4059
3009;09.07.2019;99;123;24;80;3964;3773
3010;04.05.2019;30;59;29;50;893;4783
3011;04.01.2020;86;103;17;83;3498;3938
3012;10.01.2020;89;128;39;69;802;3628
3013;13.02.2020;89;111;22;80;872;1902
3014;11.07.2019;99;125;26;79;530;1503
3015;10.11.2019;54;87;33;62;3320;1927
3016;10.06.2019;24;25;1;96;2031;4517
3017;17.09.2019;76;98;22;77;3625;3793
3018;13.08.2019;10;12;2;83;884;781
3019;18.05.2019;34;59;25;57;681;738
3020;17.09.2019;14;40;26;35;2425;2251
3021;04.03.2020;1;28;27;3;4850;1819
3022;09.10.2019;87;91;4;95;2335;4310
3023;12.03.2020;1;11;10;9;3662;1894
3024;27.02.2020;8;9;1;88;4473;891
3025;08.05.2019;11;50;39;22;4331;2546
3026;29.07.2019;65;83;18;78;2343;4697
3027;12.12.2019;96;108;12;88;4462;4790
3028;24.10.2019;59;66;7;89;2338;386
3029;14.04.2019;59;91;32;64;4148;1265
3030;16.03.2020;48;64;16;75;2694;2592
3031;01.06.2019;7;29;22;24;4675;2159
3032;02.12.2019;32;61;29;52;2027;1452
3033;12.09.2019;5;37;32;13;2913;1590
3034;13.07.2019;29;31;2;93;2332;648
3035;05.10.2019;44;62;18;70;2132;4124
3036;23.07.2019;85;121;36;70;3404;4043
3037;20.04.2019;28;55;27;50;275;3257
3038;11.07.2019;31;52;21;59;1234;1703
3039;09.02.2020;35;50;15;70;4373;4875
3040;04.02.2020;44;54;10;81;2162;3406
3041;10.02.2020;30;33;3;90;1163;3588
3042;10.07.2019;41;80;39;51;114;2952
3043;27.05.2019;99;110;11;90;143;1906
3044;13.07.2019;22;47;25;46;3124;2968
3045;20.02.2020;72;92;20;78;799;2145
3046;12.01.2020;76;99;23;76;1323;1479
3047;31.08.2019;32;33;1;96;1526;513
3048;22.02.2020;11;23;12;47;1042;3103
3049;24.09.2019;37;42;5;88;2344;2582
3050;29.06.2019;70;106;36;66;779;3268
3051;03.09.2019;71;99;28;71;1297;1404
3052;09.05.2019;76;90;14;84;3923;1696
3053;08.11.2019;45;65;20;69;4437;2782
3054;16.04.2019;86;116;30;74;4307;2470
3055;04.09.2019;72;78;6;92;3396;2869
3056;24.12.2019;21;56;35;37;163;1844
3057;16.01.2020;46;74;28;62;3789;1132
3058;30.01.2020;50;70;20;71;228;2921
3059;02.02.2020;41;78;37;52;586;4911
3060;12.07.2019;60;95;35;63;1053;4536
3061;17.09.2019;37;47;10;78;993;1847
3062;13.05.2019;29;44;15;65;397;2889
3063;09.09.2019;31;37;6;83;1096;1145
3064;04.05.2019;25;35;10;71;3683;3665
3065;12.01.2020;65;76;11;85;3036;4220
3066;26.09.2019;50;51;1;98;3398;1524
3067;22.10.2019;39;72;33;54;4546;1918
3068;11.07.2019;52;85;33;61;3406;72
3069;24.03.2020;97;134;37;72;2709;17
3070;25.03.2020;41;49;8;83;2382;2856
3071;14.10.2019;20;43;23;46;1409;800
3072;28.01.2020;9;34;25;26;3323;2030
3073;08.07.2019;56;92;36;60;2437;2033
3074;22.07.2019;93;115;22;80;1668;2204
3075;30.04.2019;8;21;13;38;1023;1895
3076;02.06.2019;78;110;32;70;3768;2406
3077;30.07.2019;53;80;27;66;1901;4061
3078;25.01.2020;22;59;37;37;3338;2260
3079;09.08.2019;31;41;10;75;1386;2432
3080;14.06.2019;82;108;26;75;4858;3191
3081;25.05.2019;50;84;34;59;3591;3054
3082;21.04.2019;6;36;30;16;4749;3438
3083;07.10.2019;43;83;40;51;2130;2578
3084;07.06.2019;25;33;8;75;3275;1075
3085;10.09.2019;26;36;10;72;2121;2518
3086;05.11.2019;43;45;2;95;848;1561
3087;15.10.2019;16;38;22;42;4273;2264
3088;09.01.2020;10;44;34;22;1951;443
3089;27.01.2020;66;73;7;90;4774;4078
3090;18.08.2019;60;90;30;66;3561;2152
3091;24.11.2019;82;114;32;71;4237;4991
3092;18.12.2019;86;104;18;82;4521;1864
3093;06.03.2020;29;59;30;49;3889;929
3094;07.02.2020;1;10;9;10;1677;1447
3095;23.10.2019;86;95;9;90;1338;1253
3096;11.01.2020;35;64;29;54;2111;3402
3097;02.10.2019;27;55;28;49;4159;3993
3098;01.08.2019;72;93;21;77;1779;3796
3099;25.07.2019;82;105;23;78;3178;219
3100;15.03.2020;81;112;31;72;76;4413
3101;01.06.2019;68;94;26;72;3137;2370
3102;23.10.2019;61;90;29;67;3906;4209
