id;square_feet;address;city;province;telephone;postal_code;longitude;latitude;sales_outlet_type_id;manager_staff_id
2368;2861;3826 Lyons Parkway;Dayton;OH;937-353-2296;45419;-84,1637;39,7155;2;261
2369;2510;98 Victoria Lane;Louisville;KY;502-736-1091;40225;-85,6768;38,189;1;3774
2370;3633;63440 Summit Court;Huntington;WV;304-776-2205;25705;-82,369;38,4096;1;4782
2371;2347;77521 Heath Place;Saint Louis;MO;314-928-0540;63126;-90,3811;38,5495;2;486
2372;2392;9854 Harper Court;Arlington;VA;703-342-3514;22205;-77,1395;38,8836;1;310
2373;1853;31 Karstens Trail;Austin;TX;512-982-1042;78737;-97,9427;30,2107;2;2661
2374;2929;6 Pawling Avenue;Portsmouth;NH;603-949-5140;03804;-71,0132;43,0059;1;4019
2375;2108;941 Sugar Way;Lansing;MI;517-167-9009;48912;-84,5244;42,7371;2;2422
2376;1976;205 Raven Circle;Indianapolis;IN;317-997-7197;46247;-86,1328;39,7795;2;901
2377;2277;404 Moland Parkway;El Paso;TX;915-259-1195;79940;-106,3;31,6948;1;581
2378;3955;324 Cascade Hill;Charlotte;NC;704-993-8498;28272;-80,8042;35,26;2;523
2379;2870;50817 Ridgeway Plaza;Houston;TX;281-200-3880;77293;-95,4342;29,834;1;753
2380;2114;3398 Forster Way;Tampa;FL;813-649-6958;33673;-82,4388;27,872;2;2370
2381;3702;43 Grover Alley;Milwaukee;WI;262-782-7351;53205;-87,9353;43,0528;1;2093
2382;3843;59463 Truax Crossing;El Paso;TX;915-571-0612;79945;-106,3;31,6948;2;4657
2383;2591;8435 West Trail;Des Moines;IA;515-881-4536;50330;-93,5722;41,6727;2;1678
2384;3543;3318 Bellgrove Hill;Springfield;MA;413-629-5085;01152;-72,6048;42,1707;2;86
2385;1795;16 Union Plaza;Los Angeles;CA;213-136-9712;90055;-118,2987;33,7866;2;4797
2386;3071;9059 Longview Road;Monroe;LA;318-948-9464;71213;-92,1594;32,4908;1;2648
2387;1710;6 Canary Park;Ridgely;MD;410-421-0518;21684;-75,8612;38,8893;1;846
2388;2157;2 Farwell Plaza;Detroit;MI;313-573-3692;48242;-83,3532;42,2166;2;3026
2389;2164;72 Forest Run Parkway;Montgomery;AL;334-101-2897;36195;-86,2843;32,3544;1;2839
2390;3276;692 Crowley Lane;Trenton;NJ;609-848-6460;08608;-74,7622;40,2204;1;745
2391;3556;83840 Valley Edge Circle;Anaheim;CA;714-399-4892;92825;-117,9132;33,8356;1;3905
2392;2167;44 Lakewood Park;Nashville;TN;615-142-3822;37240;-86,7852;36,1866;2;1576
2393;1695;3 Springview Terrace;Kansas City;KS;816-355-9109;66112;-94,764;39,116;2;4512
2394;3746;84 Graedel Pass;Columbia;MO;573-167-4102;65218;-92,1022;38,9033;1;23
2395;2911;32960 Schlimgen Drive;Cincinnati;OH;513-636-1628;45271;-84,5382;39,1668;2;4831
2396;2785;4398 Packers Street;Boca Raton;FL;561-140-6945;33432;-80,0844;26,3462;2;1098
2397;1457;76 Columbus Circle;Sioux Falls;SD;605-451-2933;57193;-96,7913;43,6746;2;435
2398;2880;7579 Knutson Terrace;Saint Louis;MO;314-878-9996;63121;-90,3055;38,7072;1;4776
2399;2674;48 Glendale Trail;New Orleans;LA;504-823-5950;70149;-89,8826;30,033;2;4656
2400;3333;54085 Jackson Court;Philadelphia;PA;215-885-5091;19109;-75,1637;39,9496;2;660
2401;3870;93139 Derek Court;Portsmouth;VA;757-316-7237;23705;-76,3552;36,8686;1;2998
2402;1741;8261 Cody Alley;Evansville;IN;812-284-0193;47719;-87,575;37,9971;1;1887
2403;2643;67617 Orin Crossing;Saint Paul;MN;651-785-7530;55127;-93,0875;45,0803;1;875
2404;3698;50 Mendota Place;Grand Rapids;MI;616-999-9031;49518;-85,5503;43,0314;2;339
2405;1669;1 Dawn Lane;Bronx;NY;718-685-9534;10454;-73,9198;40,8085;2;4992
2406;3099;2 Center Road;Worcester;MA;508-812-9564;01605;-71,7888;42,2894;1;578
2407;1655;98 Pankratz Terrace;Los Angeles;CA;213-397-2103;90015;-118,2716;34,0434;2;1709
2408;3672;23083 Londonderry Junction;Springfield;VA;571-268-2049;22156;-77,2888;38,8318;2;4856
2409;3948;5 Kinsman Lane;Los Angeles;CA;213-968-1166;90081;-118,2987;33,7866;2;1408
2410;3225;9 Stoughton Plaza;Jamaica;NY;917-959-6818;11470;-73,8061;40,6914;2;1793
2411;2796;536 Bluestem Hill;Stamford;CT;203-796-7083;06905;-73,5435;41,0888;1;2779
2412;1318;736 Cambridge Center;Detroit;MI;313-442-4449;48217;-83,1545;42,2719;2;3051
2413;3003;2 Meadow Valley Way;Port Saint Lucie;FL;772-409-1198;34985;-80,409;27,3822;2;1364
2414;3559;93 Bayside Point;Tulsa;OK;918-518-1834;74156;-95,9605;36,3024;1;2465
2415;2194;12 Myrtle Plaza;Gainesville;FL;352-496-8382;32605;-82,3679;29,6785;1;4492
2416;2507;1 Kropf Park;Fort Wayne;IN;260-724-3539;46825;-85,1232;41,1465;2;4886
2417;3244;2 Charing Cross Junction;Columbus;OH;614-559-0608;43226;-83,0114;39,969;2;2452
2418;1349;37179 Buena Vista Lane;San Jose;CA;408-913-3577;95128;-121,9356;37,3163;1;3409
2419;2202;69928 Redwing Way;Washington;DC;202-231-5307;20566;-77,0554;38,8971;1;1589
2420;3192;2211 Westridge Avenue;Tulsa;OK;918-779-6866;74149;-96,0297;36,1398;2;1495
2421;1476;0 Quincy Alley;Gulfport;MS;228-647-0373;39505;-89,0684;30,4158;2;3801
2422;3013;3679 Crest Line Circle;Washington;DC;202-580-7114;20099;-77,0146;38,8933;2;133
2423;1490;696 Mesta Circle;Denver;CO;303-789-2374;80228;-105,156;39,6888;2;2044
2424;1556;69968 Utah Terrace;Colorado Springs;CO;719-462-8810;80940;-104,562;38,8247;2;4629
2425;3411;37397 Northridge Park;Des Moines;IA;515-707-5231;50362;-93,5722;41,6727;2;1684
2426;2253;6451 Shopko Point;Des Moines;IA;515-432-3547;50369;-93,5722;41,6727;1;3293
2427;2961;48956 Ilene Hill;Baton Rouge;LA;225-859-2455;70815;-91,0596;30,4558;2;4829
2428;2166;701 Macpherson Drive;Memphis;TN;901-466-7222;38188;-89,9715;35,2017;1;4045
2429;3296;202 Mesta Road;Albany;NY;518-997-1991;12210;-73,7605;42,6568;2;3201
2430;3815;40599 Shoshone Drive;Atlanta;GA;404-311-0546;31190;-84,4226;33,7629;1;4832
2431;2163;9372 Moose Point;Baltimore;MD;410-926-6886;21282;-76,5921;39,439;2;3845
2432;2408;40419 Carioca Parkway;Indianapolis;IN;317-353-5849;46266;-86,1328;39,7795;1;3686
2433;1327;9328 Sachs Point;Seattle;WA;206-484-9410;98195;-122,3048;47,6564;1;1774
2434;3147;591 Crest Line Junction;New York City;NY;212-183-7957;10009;-73,9796;40,7262;1;3306
2435;3708;58380 Chive Avenue;Moreno Valley;CA;951-815-8190;92555;-117,1851;33,9377;1;4409
2436;3027;61 Menomonie Center;Norwalk;CT;203-744-3375;06859;-73,3637;41,3089;2;171
2437;1361;09 Pankratz Road;Saint Petersburg;FL;727-126-7184;33715;-82,7119;27,6705;1;2466
2438;1276;00 Cardinal Court;Nashville;TN;615-350-4931;37228;-86,8053;36,1901;1;59
2439;3813;76011 Fair Oaks Street;Philadelphia;PA;215-497-1183;19160;-75,1179;40,0018;1;947
2440;1633;79910 Thompson Trail;Lubbock;TX;806-281-3636;79452;-101,8213;33,61;2;1928
2441;3400;2 Onsgard Drive;Hartford;CT;860-810-9163;06152;-72,7188;41,7918;2;3484
2442;2497;7866 Orin Center;Rochester;NY;585-160-9817;14609;-77,5637;43,174;2;4173
2443;1893;58 Lien Terrace;San Francisco;CA;415-942-1523;94137;-122,7278;37,7848;1;1083
2444;1689;10 Corscot Lane;Hampton;VA;757-713-0452;23663;-76,3199;37,0318;2;1146
2445;3793;73 Judy Parkway;Lake Worth;FL;561-446-9739;33462;-80,0794;26,5747;1;1745
2446;3861;24293 Heath Drive;San Francisco;CA;562-181-8901;94110;-122,4153;37,7509;2;3274
2447;2179;2 Lake View Park;Austin;TX;512-546-4163;78769;-97,7713;30,3264;2;4214
2448;2360;8480 Columbus Street;Knoxville;TN;865-569-8949;37914;-83,8496;35,9918;1;1936
2449;2606;9046 Springs Drive;Richmond;VA;757-983-5794;23225;-77,5047;37,5158;2;783
2450;3812;4 Homewood Circle;Panama City;FL;850-914-3671;32405;-85,6727;30,1949;1;3963
2451;1594;70161 Eastwood Street;San Antonio;TX;830-487-6107;78245;-98,6895;29,4189;2;3653
2452;1579;6 Meadow Ridge Place;Indianapolis;IN;317-604-8613;46221;-86,1924;39,7509;2;2146
2453;3270;15487 Forster Lane;Arlington;VA;571-112-3895;22234;-77,113;38,8808;1;1883
2454;1625;675 Crownhardt Lane;Louisville;KY;502-347-1585;40233;-85,6768;38,189;2;37
2455;1393;66423 Pepper Wood Junction;Oklahoma City;OK;405-628-9939;73114;-97,5257;35,5704;1;3098
2456;3778;9014 Oriole Terrace;Topeka;KS;785-889-2502;66611;-95,6982;39,0142;1;2288
2457;1216;9 Hudson Way;Minneapolis;MN;651-594-9821;55412;-93,302;45,0242;2;561
2458;1758;532 Cordelia Center;San Diego;CA;619-791-4496;92176;-116,846;33,0169;1;3826
2459;3533;89097 Toban Road;Richmond;VA;804-507-7747;23289;-77,4161;37,5313;1;4476
2460;2323;38326 Mcbride Plaza;Evansville;IN;812-905-8949;47712;-87,6604;37,929;1;2128
2461;2413;8 Barnett Parkway;Boulder;CO;303-750-3710;80310;-105,3735;40,0878;1;1400
2462;1313;4274 Anderson Plaza;Indianapolis;IN;317-219-1663;46247;-86,1328;39,7795;2;3800
2463;2129;316 Muir Junction;Buffalo;NY;716-443-6931;14263;-78,8871;42,7684;1;503
2464;2681;0 Havey Road;Columbia;SC;803-236-8108;29225;-80,9708;34,006;1;1819
2465;2679;6 Cascade Hill;Las Vegas;NV;702-813-6686;89145;-115,2828;36,1693;2;1382
2466;1415;4778 Scoville Junction;Pittsburgh;PA;412-640-9056;15240;-80,0248;40,4344;2;2183
2467;1951;0464 Susan Street;Miami;FL;305-409-7581;33134;-80,2714;25,768;2;3675
2468;3226;256 Gale Terrace;Suffolk;VA;757-772-9227;23436;-76,5142;36,8926;1;4802
2469;2444;00 Armistice Parkway;Reno;NV;775-133-3106;89505;-119,8353;39,5224;1;1353
2470;1478;3590 Almo Road;Erie;PA;814-588-9795;16565;-80,0649;42,1827;2;4204
2471;1768;516 Hayes Lane;San Jose;CA;408-116-3991;95138;-121,7709;37,2602;2;1819
2472;2526;89 Chinook Lane;Bronx;NY;917-709-6655;10469;-73,8495;40,8702;1;1895
2473;3428;34970 Cottonwood Avenue;Philadelphia;PA;215-985-3716;19131;-75,2282;39,9845;1;237
2474;1328;222 Union Pass;Wichita;KS;316-935-1331;67230;-97,1558;37,6808;2;1433
2475;2634;6 Golf View Junction;Young America;MN;952-298-9845;55573;-93,4719;45,0159;2;1974
2476;1802;786 Schurz Way;Montgomery;AL;334-157-4310;36177;-86,2085;32,2334;2;2793
2477;2326;85311 Milwaukee Circle;Birmingham;AL;205-249-1741;35242;-86,7046;33,3813;2;3279
2478;2762;08 Ridgeview Hill;Brooklyn;NY;646-798-9628;11215;-73,9828;40,6669;1;2296
2479;1828;0142 Prentice Drive;Dallas;TX;214-775-9463;75226;-96,7676;32,7887;1;2931
2480;2078;12 Birchwood Trail;Brooksville;FL;352-434-3872;34605;-82,4226;28,5059;1;4213
2481;2614;14 Carioca Park;Chicago;IL;312-961-6750;60674;-87,6873;41,8119;1;1460
2482;2807;0997 John Wall Point;Melbourne;FL;321-382-5314;32919;-80,6862;28,3067;1;2030
2483;2093;7 Morning Park;Houston;TX;713-773-2659;77218;-95,4342;29,834;2;4638
2484;3417;5 Eliot Parkway;Alpharetta;GA;678-925-7232;30022;-84,2422;34,0268;1;9
2485;3076;6 Portage Way;Newark;NJ;201-958-2073;07112;-74,2131;40,7107;1;3448
2486;3799;24 Cody Terrace;Kansas City;MO;816-988-1487;64187;-94,3567;39,035;2;18
2487;2743;5 Kim Court;Portland;OR;503-871-4139;97229;-122,8276;45,5483;2;2332
2488;3923;8 Vera Place;Birmingham;AL;334-767-8558;35210;-86,6655;33,5452;1;4828
2489;1774;2816 Graedel Junction;Baton Rouge;LA;225-128-4796;70815;-91,0596;30,4558;2;2816
2490;3855;058 Wayridge Parkway;Lansing;MI;517-890-9637;48912;-84,5244;42,7371;2;1743
2491;1605;60 Graceland Hill;Columbia;MO;573-724-1492;65211;-92,1022;38,9033;2;1214
2492;2508;6548 Garrison Trail;Akron;OH;330-531-0877;44329;-81,5203;41,0655;1;4664
2493;3043;95804 Grim Center;Madison;WI;608-194-1178;53710;-89,4239;43,0696;2;2961
2494;1388;21 Nova Circle;Burbank;CA;661-929-6941;91520;-118,348;34,1869;2;4121
2495;3582;6 Hudson Plaza;Los Angeles;CA;424-617-0352;90071;-118,2549;34,0529;2;2893
2496;1944;30771 Mifflin Terrace;Seattle;WA;425-367-6816;98140;-121,8034;47,4323;2;70
2497;2174;90 Cordelia Terrace;Jacksonville;FL;904-147-8928;32225;-81,5061;30,351;2;4036
2498;2479;544 Morningstar Lane;Austin;TX;512-619-2348;78769;-97,7713;30,3264;2;415
2499;3068;5495 Burrows Place;Scranton;PA;570-693-2989;18514;-75,6376;41,4019;2;3970
2500;2045;63 Arapahoe Hill;Killeen;TX;254-745-2490;76544;-97,7469;31,1282;1;4709
2501;3455;32 Browning Park;Sacramento;CA;916-857-2860;95894;-121,4933;38,5816;2;4530
2502;2521;4 Center Pass;Washington;DC;202-150-3259;20005;-77,0312;38,9067;1;1980
2503;1681;14 Grim Avenue;Cleveland;OH;440-523-4825;44177;-81,6728;41,6857;1;2979
2504;3394;3640 Lunder Park;Washington;DC;202-164-3791;20380;-77,0146;38,8933;1;3396
2505;3080;80 Dovetail Trail;New York City;NY;212-644-8673;10115;-73,9642;40,8111;1;4559
2506;1327;89021 Coolidge Way;Las Vegas;NV;702-711-5015;89150;-114,9721;35,9279;1;1673
2507;3076;03 Butterfield Road;Birmingham;AL;205-316-0253;35254;-86,9292;33,5446;1;4706
2508;2387;292 Hauk Avenue;Colorado Springs;CO;719-608-3509;80940;-104,562;38,8247;1;1922
2509;1787;732 Carberry Park;Orlando;FL;941-385-7387;32819;-81,4678;28,4522;1;648
2510;3996;34264 Killdeer Park;Denver;CO;720-239-0588;80255;-104,4083;39,7388;2;1219
2511;3611;96030 Burning Wood Parkway;Port Charlotte;FL;941-183-2947;33954;-82,1108;27,0228;1;1081
2512;3135;365 Fairview Hill;Akron;OH;330-532-2193;44305;-81,4644;41,076;2;3361
2513;1868;57388 Aberg Lane;Indianapolis;IN;317-358-4202;46226;-86,0836;39,8326;2;4115
2514;1803;6 Briar Crest Trail;Portland;ME;207-972-3325;04109;-70,1987;43,6783;1;1109
2515;3817;714 Northview Street;Daytona Beach;FL;386-315-5392;32128;-81,0336;29,0838;2;4817
2516;3230;5 Magdeline Alley;Duluth;GA;678-194-1991;30195;-84,1532;34,0047;1;707
2517;1743;424 Brentwood Court;Baltimore;MD;443-184-4404;21211;-76,6336;39,3316;1;2645
2518;3773;765 Village Center;El Paso;TX;915-292-4172;88546;-106,3;31,6948;1;2457
2519;2993;9 Daystar Street;Decatur;GA;770-149-2243;30033;-84,2819;33,8123;1;4576
2520;2794;099 Arapahoe Point;Orange;CA;714-436-5139;92867;-117,8493;33,811;2;1251
2521;2888;6737 Reinke Crossing;Springfield;IL;217-726-0705;62794;-89,606;39,7495;2;445
2522;2595;0488 Sunbrook Junction;New Hyde Park;NY;516-871-0617;11044;-73,6018;40,7548;2;3164
2523;3113;65 Lillian Point;Pittsburgh;PA;412-373-4049;15220;-80,0526;40,4181;1;1367
2524;2273;58 Village Green Junction;Great Neck;NY;516-998-4897;11024;-73,7416;40,8171;1;4772
2525;2484;0 Carberry Alley;Nashville;TN;615-704-1215;37245;-86,7852;36,1866;2;586
2526;3176;30 Iowa Terrace;Philadelphia;PA;215-361-8460;19131;-75,2282;39,9845;1;3687
2527;1248;096 Reinke Trail;Omaha;NE;402-294-7187;68197;-96,0274;41,249;1;654
2528;1489;2 Erie Place;Houston;TX;713-896-9783;77212;-95,4342;29,834;1;199
2529;3357;77 Lerdahl Road;Toledo;OH;419-908-2208;43656;-83,4972;41,6782;1;2724
2530;3268;463 Melvin Junction;Little Rock;AR;501-410-0344;72215;-92,3925;34,7519;2;302
2531;1955;68 Clove Drive;Billings;MT;406-518-2916;59112;-108,1945;45,9783;2;4847
2532;3120;8581 Ludington Road;Washington;DC;202-418-2413;20599;-77,0146;38,8933;1;4201
2533;1952;1159 Summit Trail;Denver;CO;719-324-9082;80209;-104,9686;39,7074;2;1448
2534;1926;9382 Canary Place;Washington;DC;202-639-0822;20010;-77,0322;38,9327;2;2860
2535;2594;21 Loeprich Hill;Norcross;GA;404-763-2679;30092;-84,2438;33,9677;1;3734
2536;1881;506 Maryland Circle;Fort Worth;TX;682-477-0665;76110;-97,3375;32,7065;1;1530
2537;2417;29 Bunting Drive;Minneapolis;MN;952-328-4644;55407;-93,2545;44,9378;2;4364
2538;1257;0 Mcbride Lane;West Palm Beach;FL;561-373-7151;33411;-80,1741;26,6644;1;1125
2539;2559;1 Eastwood Plaza;Naples;FL;239-709-6441;33963;-81,8071;26,2626;2;4788
2540;1692;6329 Westend Terrace;Largo;FL;727-480-7774;34643;-82,7619;27,881;1;1020
2541;3256;5 7th Court;Fayetteville;NC;910-519-9023;28305;-78,9047;35,056;1;1231
2542;3487;8 Schiller Place;Anaheim;CA;714-872-3733;92812;-117,9286;33,817;2;2558
2543;1951;973 Talmadge Road;Albuquerque;NM;505-587-0979;87195;-106,6729;35,0443;2;2897
2544;2672;9992 Esch Court;Littleton;CO;720-272-7774;80161;-104,4083;39,7388;2;3417
2545;1522;42382 Marquette Pass;Erie;PA;814-243-8806;16510;-79,9535;42,1087;2;4571
2546;1821;03551 Pennsylvania Lane;Jamaica;NY;212-653-5110;11499;-73,8708;40,6514;1;4907
2547;2861;0077 Dorton Crossing;Port Washington;NY;516-141-3433;11054;-73,6018;40,7548;2;2424
2548;2291;3 Bellgrove Avenue;Toledo;OH;419-166-8468;43610;-83,5573;41,6767;1;3491
2549;3804;02 Springview Drive;Pensacola;FL;850-227-4456;32575;-87,2758;30,6143;2;3208
2550;1570;6 Maywood Avenue;San Jose;CA;408-828-3842;95123;-121,8306;37,2458;2;2712
2551;2056;70 Merchant Way;Round Rock;TX;512-803-8250;78682;-97,6026;30,6568;2;2347
2552;3026;39 Straubel Terrace;Los Angeles;CA;949-292-0401;90010;-118,3027;34,0606;2;2289
2553;1994;63752 Rusk Center;Dallas;TX;214-855-1247;75372;-96,7776;32,7673;1;3703
2554;1438;28 Dakota Park;Peoria;IL;309-622-0145;61605;-89,6263;40,6775;2;2504
2555;3180;832 Rigney Trail;Bradenton;FL;941-314-0403;34282;-82,4387;27,4272;1;2455
2556;1957;54 Packers Park;Washington;DC;202-207-3557;20051;-77,0146;38,8933;2;196
2557;1315;91 Garrison Alley;Denver;CO;303-917-3684;80235;-105,0795;39,6472;1;1494
2558;3807;10852 Cascade Point;San Diego;CA;858-112-3830;92121;-117,2035;32,8919;2;2557
2559;2012;98 Chinook Terrace;Miami;FL;305-917-7695;33175;-80,4068;25,7341;1;156
2560;1680;92 Larry Drive;Cleveland;OH;216-896-0633;44177;-81,6728;41,6857;1;1194
2561;2581;50822 Iowa Trail;Wichita;KS;316-565-0469;67260;-97,2936;37,7194;2;2391
2562;3750;06 Continental Pass;Palmdale;CA;661-292-4625;93591;-117,8123;34,6019;1;136
2563;2944;6 Morning Pass;Waterbury;CT;203-789-7166;06705;-72,9963;41,5503;2;3702
2564;1442;345 Corry Parkway;Washington;DC;202-272-6203;20442;-77,0177;38,896;2;1825
2565;1273;9716 Leroy Pass;Mobile;AL;251-355-6263;36616;-88,1267;30,671;2;2967
2566;2649;62 Summit Alley;Palo Alto;CA;650-459-2563;94302;-121,7053;37,1894;1;4729
2567;1720;2575 Golden Leaf Point;Boise;ID;208-822-2679;83727;-116,244;43,4599;1;3630
2568;2650;6312 Stang Center;Port Saint Lucie;FL;772-418-0714;34985;-80,409;27,3822;2;2042
2569;1752;967 La Follette Terrace;Minneapolis;MN;612-674-0632;55448;-93,3021;45,1907;1;4951
2570;1550;508 Hazelcrest Alley;Rochester;NY;585-109-1098;14619;-77,6481;43,1367;1;2145
2571;3404;83 Clarendon Court;Stamford;CT;203-836-1299;06922;-73,5143;41,0516;1;1800
2572;2442;3 Northfield Pass;Philadelphia;PA;215-313-9360;19172;-75,15;39,9473;1;981
2573;2190;590 Independence Way;Ashburn;VA;571-366-7698;22093;-77,6452;39,0853;2;119
2574;1716;1 Rusk Park;Tulsa;OK;918-966-7767;74133;-95,8841;36,0467;1;469
2575;3031;01813 Village Lane;Arlington;TX;713-406-1251;76016;-97,1905;32,6889;1;4928
2576;1572;72 Scofield Center;Frankfort;KY;502-485-4016;40618;-84,8748;38,2341;1;1268
2577;3671;830 Farmco Alley;Denver;CO;303-744-9218;80243;-104,4083;39,7388;2;1633
2578;1915;3391 3rd Lane;New Castle;PA;724-646-8924;16107;-80,3084;40,9897;1;4810
2579;1510;157 Dixon Junction;Nashville;TN;615-183-2242;37205;-86,869;36,1114;2;4792
2580;3906;257 Arkansas Hill;Harrisburg;PA;717-206-3348;17110;-76,8862;40,303;2;378
2581;3756;00 Donald Parkway;Tampa;FL;813-947-1465;33615;-82,5805;28,0081;1;4344
2582;3989;14272 Forest Run Avenue;Chicago;IL;312-905-4915;60609;-87,6533;41,8097;1;316
2583;2825;58651 Hollow Ridge Way;Roanoke;VA;540-919-0822;24004;-79,9579;37,2742;2;4468
2584;1253;03436 Rutledge Drive;Chicago;IL;312-566-3465;60669;-87,6873;41,8119;1;4131
2585;3953;13 Northfield Drive;Sacramento;CA;916-515-0838;94273;-121,4444;38,3774;2;1815
2586;3790;68956 Spenser Hill;Des Moines;IA;641-904-0492;50315;-93,6192;41,5444;1;2618
2587;3019;2 Sutherland Road;Arvada;CO;303-739-5334;80005;-105,1097;39,8422;1;4345
2588;2496;89685 Mariners Cove Pass;South Bend;IN;574-844-9593;46699;-86,293;41,5968;1;285
2589;3111;15 Hovde Circle;Las Vegas;NV;702-510-3220;89135;-115,3261;36,1378;2;4548
2590;3921;823 Hoffman Pass;Alexandria;VA;703-942-3588;22309;-77,1073;38,7192;2;2436
2591;3345;94489 Mayfield Street;Pocatello;ID;208-921-2945;83206;-112,3138;42,6395;2;1308
2592;3497;7 Jana Street;Daytona Beach;FL;407-460-6375;32118;-81,0095;29,2219;1;3899
2593;2716;14 Sloan Drive;Torrance;CA;310-568-1506;90505;-118,3507;33,8106;1;2571
2594;2742;84 Kensington Lane;Santa Barbara;CA;805-835-4919;93106;-119,8371;34,4329;1;3166
2595;3731;34645 Superior Hill;Canton;OH;330-795-7908;44710;-81,4169;40,7911;1;4045
2596;2936;27758 Tennyson Circle;Spokane;WA;509-691-2063;99205;-117,4399;47,6964;1;2583
2597;3869;9222 Independence Place;Pensacola;FL;850-940-7215;32520;-87,2035;30,4124;2;4677
2598;2305;67 Prairieview Parkway;Edmond;OK;405-631-7795;73034;-97,4798;35,6665;1;4492
2599;2135;360 Myrtle Center;Rockville;MD;301-614-6693;20851;-77,1234;39,0763;2;886
2600;1338;9 Carberry Crossing;New Orleans;LA;504-912-0193;70142;-89,8826;30,033;1;857
2601;1422;42414 Mcbride Alley;Newton;MA;508-349-0879;02162;-71,254;42,3319;1;2514
2602;3106;9 Union Crossing;Arlington;TX;817-980-6613;76096;-97,2915;32,7714;2;3946
2603;2161;2 Stang Street;Charleston;WV;304-938-4938;25336;-81,5547;38,2968;2;4867
2604;1542;9187 Coolidge Plaza;New York City;NY;917-946-1953;10024;-73,9764;40,7864;2;1526
2605;3553;5138 Sachs Park;Fort Worth;TX;682-631-4926;76192;-97,2915;32,7714;1;3414
2606;2111;4 Starling Center;Louisville;KY;502-856-9034;40287;-85,6768;38,189;2;1269
2607;2532;055 Shelley Center;Jacksonville;FL;904-938-3988;32215;-81,893;30,2407;1;2636
2608;2841;56370 Park Meadow Hill;Charleston;WV;304-677-2892;25362;-81,5547;38,2968;2;992
2609;2671;543 Eliot Place;Myrtle Beach;SC;843-576-4459;29579;-78,9787;33,7377;1;4026
2610;1654;27 Valley Edge Road;Santa Fe;NM;505-474-9520;87592;-105,9818;35,5212;2;49
2611;3294;40916 Kensington Alley;Las Vegas;NV;702-456-7988;89160;-114,9721;35,9279;2;3387
2612;2023;1 Helena Point;Lynn;MA;339-990-6609;01905;-70,9728;42,4694;1;4965
2613;3634;8764 Fremont Hill;Carlsbad;CA;760-982-4725;92013;-116,846;33,0169;1;2686
2614;2366;83792 Annamark Terrace;New Haven;CT;203-680-1467;06505;-72,7799;41,3057;2;1096
2615;3175;49 Summerview Point;Helena;MT;406-486-8629;59623;-112,0402;46,5901;2;299
2616;3582;5 Declaration Road;Phoenix;AZ;602-457-6696;85045;-112,1226;33,3022;1;355
2617;3235;44256 Straubel Road;Albany;NY;518-354-0167;12222;-73,8253;42,6853;2;1923
2618;1341;96573 Tomscot Park;Reston;VA;703-359-2532;20195;-77,2888;38,8318;1;1083
2619;2254;5863 Lukken Way;Sandy;UT;801-644-4186;84093;-111,831;40,5927;2;1263
2620;3757;01884 Grayhawk Crossing;Phoenix;AZ;602-694-6254;85045;-112,1226;33,3022;1;1685
2621;2375;815 Blue Bill Park Junction;Suffolk;VA;757-564-4002;23436;-76,5142;36,8926;2;3209
2622;2239;01 Cody Way;Lakeland;FL;863-399-8322;33811;-82,0139;27,9865;2;3609
2623;3488;9994 Quincy Avenue;Raleigh;NC;919-135-1629;27621;-78,6253;35,7977;1;2487
2624;3671;51 Veith Alley;New York City;NY;212-495-2922;10184;-73,9772;40,7808;1;3129
2625;1562;658 Sugar Trail;Waltham;MA;978-794-1831;02453;-71,2316;42,3654;2;4063
2626;2723;3 Burning Wood Trail;Chattanooga;TN;423-312-7095;37410;-85,3138;35,0018;1;373
2627;3486;62 Forest Run Place;Atlanta;GA;404-498-5760;30386;-84,474;33,8444;2;1795
2628;2099;64 Troy Crossing;Billings;MT;406-727-2270;59105;-108,599;45,9497;2;2058
2629;3116;479 Jana Pass;Visalia;CA;209-239-9828;93291;-119,301;36,3551;2;4921
2630;1504;7039 Kinsman Point;Saint Paul;MN;651-791-1105;55146;-93,0828;44,9427;2;2786
2631;2906;11 Lakewood Pass;New Castle;PA;724-344-2325;16107;-80,3084;40,9897;2;4226
2632;3222;64 Surrey Circle;Fort Smith;AR;479-149-2046;72905;-94,2382;35,191;2;3396
2633;2641;98 Corry Avenue;Boca Raton;FL;954-469-8300;33432;-80,0844;26,3462;2;4425
2634;3673;35 Rockefeller Center;Washington;DC;202-324-7448;20599;-77,0146;38,8933;1;2979
2635;2483;7 Miller Lane;Boston;MA;617-802-4666;02216;-70,9196;42,3389;1;258
2636;2751;0104 Merchant Way;Seattle;WA;253-777-0187;98166;-122,353;47,4511;2;4185
2637;2286;03 Maple Pass;Cincinnati;OH;513-570-9503;45213;-84,4204;39,1802;1;1075
2638;3738;5157 Thackeray Terrace;Lees Summit;MO;816-874-6658;64082;-94,3944;38,8518;2;4421
2639;1704;8613 Bartillon Avenue;New York City;NY;718-897-4122;10014;-74,0054;40,7339;2;2512
2640;1842;3 Lien Center;Portland;OR;503-640-2539;97221;-122,7267;45,4918;2;974
2641;1368;16449 Calypso Trail;Aurora;CO;303-271-2320;80045;-104,8384;39,7467;1;175
2642;3250;545 Macpherson Parkway;San Jose;CA;408-812-3907;95113;-121,8916;37,3329;1;4662
